ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
40,0.697152486,0.003770714,0.016549068,0.032509739,0.250017992
41,0.023764144,0.003012035,0.032483776,0.34030896,0.600431085
42,0.002089749,0.028371827,0.020589596,0.002052254,0.946896573
43,0.493624409,0.00223203,0.011921004,0.118260357,0.3739622
44,0.002369204,0.031359345,0.02473958,0.002422812,0.939109059
45,0.300313244,0.009025198,0.069651489,0.024874973,0.596135096
46,0.512385911,0.00720089,0.062093965,0.062634044,0.355685189
47,0.366486664,0.002737063,0.036960912,0.199402891,0.39441247
48,0.480341228,0.001661285,0.031214285,0.31204025,0.174742951
49,0.354157643,0.00148762,0.032120865,0.440471089,0.171762782
50,0.066398439,0.004174316,0.031260375,0.225109966,0.673056904
51,0.2587846,0.013389363,0.034339162,0.078169665,0.61531721
52,0.243769083,0.001866762,0.02974063,0.614326466,0.110297058
53,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
54,0.211465386,0.050034094,0.069783625,0.014053587,0.654663309
55,0.076004039,0.012088412,0.196671238,0.036500741,0.678735571
56,0.43462262,0.004908999,0.062206967,0.200025372,0.298236043
57,0.667567917,0.001244015,0.00724239,0.179694528,0.14425115
58,0.001141571,0.00894957,0.037373895,0.00286072,0.949674244
59,0.006190133,0.018462091,0.224143633,0.009405525,0.741798619
60,0.901268841,0.000543868,0.002083045,0.02783008,0.068274165
61,0.434912725,0.009184726,0.058559595,0.064038383,0.43330457
62,0.35950153,0.001484075,0.048034997,0.435912538,0.155066859
63,0.616482504,0.001419994,0.012870705,0.201786958,0.167439838
64,0.001685971,0.01070541,0.017750225,0.001785604,0.96807279
65,0.017981614,0.026870297,0.116294452,0.0140538,0.824799836
66,0.559244475,0.001328198,0.007732485,0.274821581,0.156873261
67,0.851161733,0.0014017,0.00420461,0.017370519,0.125861437
68,0.10290313,0.004354902,0.173875685,0.432473984,0.286392299
69,0.487805679,0.001624884,0.02414952,0.31550587,0.170914047
70,0.006144127,0.011653103,0.108122461,0.009155186,0.864925123
71,0.011633063,0.00981558,0.077071668,0.028472588,0.8730071
72,0.803360516,0.000933237,0.00301576,0.085318788,0.107371699
73,0.001141571,0.00894957,0.037373895,0.00286072,0.949674244
74,0.472008156,0.001560839,0.01374104,0.348242336,0.164447628
75,0.001402042,0.004652417,0.012733496,0.001467453,0.979744592
76,0.303527406,0.009470225,0.032531767,0.053932614,0.600537988
77,0.921171991,0.00105706,0.003158148,0.011435258,0.063177543
78,0.258875749,0.008957699,0.118080381,0.026336942,0.587749229
79,0.446737398,0.001336386,0.025074705,0.364706821,0.16214469
80,0.92677152,0.003543174,0.004401792,0.004945158,0.060338356
81,0.001947508,0.094427649,0.019188145,0.001991574,0.882445124
82,0.001141571,0.00894957,0.037373895,0.00286072,0.949674244
83,0.541613752,0.00135908,0.012318578,0.281088894,0.163619697
84,0.002428308,0.03178349,0.025565691,0.002483253,0.937739257
85,0.446759669,0.002936584,0.043752208,0.3478851,0.15866644
86,0.027778276,0.023428305,0.139615642,0.015103426,0.794074351
87,0.040713867,0.005752521,0.117161297,0.435258553,0.401113762
88,0.572665029,0.001414213,0.016205161,0.242957541,0.166758056
89,0.006144127,0.011653103,0.108122461,0.009155186,0.864925123
90,0.920137344,0.000514454,0.00224854,0.02692671,0.050172952
91,0.005566425,0.006733864,0.527859039,0.012093428,0.447747244
92,0.00627415,0.010529957,0.313141622,0.013115984,0.656938287
93,0.886445296,0.000512006,0.003257373,0.029619272,0.080166053
94,0.370580654,0.001430077,0.021687706,0.456630943,0.14967062
95,0.300313244,0.009025198,0.069651489,0.024874973,0.596135096
96,0.450341909,0.001606284,0.020133751,0.341214937,0.18670312
97,0.36838408,0.001512877,0.032666208,0.42275789,0.174678945
98,0.001685971,0.01070541,0.017750225,0.001785604,0.96807279
99,0.368367255,0.017901937,0.036835531,0.024172906,0.552722371
100,0.312479368,0.001421023,0.036381464,0.503982426,0.145735719
101,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
102,0.493624409,0.00223203,0.011921004,0.118260357,0.3739622
103,0.448695144,0.002042993,0.021358088,0.357933866,0.169969909
104,0.539294066,0.001381523,0.011451312,0.26786006,0.18001304
105,0.493624409,0.00223203,0.011921004,0.118260357,0.3739622
106,0.539294066,0.001381523,0.011451312,0.26786006,0.18001304
107,0.378298039,0.001553592,0.025022025,0.434135159,0.160991184
108,0.106075205,0.002784593,0.097951077,0.360126338,0.433062787
109,0.960801001,0.001207722,0.002713669,0.006798412,0.028479196
110,0.485846222,0.001365654,0.025623852,0.33579913,0.151365142
111,0.313694157,0.001319516,0.033782648,0.515878213,0.135325466
112,0.572665029,0.001414213,0.016205161,0.242957541,0.166758056
113,0.378705916,0.00166729,0.022344442,0.401713565,0.195568787
114,0.395545879,0.002806797,0.037902591,0.387428416,0.176316318
115,0.008964202,0.010592095,0.10018533,0.012477692,0.867780681
116,0.667685983,0.001075808,0.004376558,0.18504005,0.141821601
117,0.698209183,0.001151826,0.010065573,0.153847558,0.13672586
118,0.031514341,0.00250488,0.160004166,0.596190039,0.209786574
119,0.257172533,0.001038804,0.048620704,0.590393625,0.102774334
120,0.331744001,0.010082124,0.076312394,0.027478386,0.554383096
121,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
122,0.921171991,0.00105706,0.003158148,0.011435258,0.063177543
123,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
124,0.001141571,0.00894957,0.037373895,0.00286072,0.949674244
125,0.002200419,0.01959916,0.032047521,0.003486309,0.942666591
126,0.924006097,0.00167502,0.003811821,0.010095661,0.060411401
127,0.23996846,0.008492821,0.184865443,0.025950632,0.540722643
128,0.771450821,0.001927289,0.005939477,0.02713394,0.193548473
129,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
130,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
131,0.550463683,0.001671697,0.02484528,0.250429671,0.172589668
132,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
133,0.885951702,0.001619563,0.009052214,0.007530713,0.095845807
134,0.472008156,0.001560839,0.01374104,0.348242336,0.164447628
135,0.404665788,0.003180471,0.046735882,0.1932115,0.35220636
136,0.412761953,0.001574369,0.019037995,0.408972453,0.15765323
137,0.358583082,0.002739108,0.036988527,0.206982129,0.394707154
138,0.001141571,0.00894957,0.037373895,0.00286072,0.949674244
139,0.313112257,0.001353229,0.031795627,0.526597063,0.127141824
140,0.556150269,0.001346781,0.014669254,0.264427829,0.163405867
141,0.663784023,0.001148871,0.004959636,0.175729474,0.154377996
142,0.211465386,0.050034094,0.069783625,0.014053587,0.654663309
143,0.476541454,0.00147584,0.021403411,0.355624074,0.144955222
144,0.225619452,0.001438196,0.02615305,0.532026404,0.214762899
145,0.572665029,0.001414213,0.016205161,0.242957541,0.166758056
146,0.362709466,0.001497318,0.04442144,0.44182152,0.149550255
147,0.260636317,0.001451019,0.030299997,0.47940445,0.228208216
148,0.328115515,0.001398619,0.039729835,0.49227155,0.138484481
149,0.006144127,0.011653103,0.108122461,0.009155186,0.864925123
150,0.192215875,0.091876541,0.072932236,0.013562864,0.629412484
151,0.258875749,0.008957699,0.118080381,0.026336942,0.587749229
152,0.006251837,0.01049251,0.312027991,0.012251538,0.658976124
153,0.689609469,0.000923983,0.004692942,0.115706433,0.189067173
154,0.049173978,0.004462645,0.077275373,0.459643177,0.409444827
155,0.744892929,0.001762975,0.00559155,0.030990525,0.216762022
156,0.761220089,0.001054699,0.00347644,0.081457159,0.152791613
157,0.356072012,0.001495662,0.035631009,0.442852017,0.163949301
158,0.001485415,0.004874148,0.013601863,0.001554716,0.978483858
159,0.611746435,0.001064232,0.02216887,0.258451064,0.106569399
160,0.430386536,0.001633126,0.017788148,0.325538268,0.224653922
161,0.472008156,0.001560839,0.01374104,0.348242336,0.164447628
162,0.607509718,0.001442827,0.008399832,0.208779237,0.173868386
163,0.000899838,0.006778096,0.018502502,0.003938955,0.969880609
164,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
165,0.38327206,0.001489878,0.038144293,0.421420598,0.155673171
166,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
167,0.572665029,0.001414213,0.016205161,0.242957541,0.166758056
168,0.556150269,0.001346781,0.014669254,0.264427829,0.163405867
169,0.609481587,0.001062325,0.005395582,0.159694252,0.224366255
170,0.886006848,0.000630078,0.002036099,0.042815793,0.068511182
171,0.003616663,0.002840471,0.724495987,0.016616393,0.252430486
172,0.472008156,0.001560839,0.01374104,0.348242336,0.164447628
173,0.35950153,0.001484075,0.048034997,0.435912538,0.155066859
174,0.362709466,0.001497318,0.04442144,0.44182152,0.149550255
175,0.545446611,0.002665855,0.014556806,0.266409977,0.17092075
176,0.314410472,0.015864191,0.03393444,0.026799938,0.608990958
177,0.348447246,0.00500595,0.02548304,0.45289984,0.168163923
178,0.536164076,0.000864833,0.007350189,0.179119476,0.276501425
179,0.491686393,0.007364553,0.095904614,0.051866382,0.353178057
180,0.013749287,0.013122105,0.126929562,0.029979942,0.816219104
181,0.002428308,0.03178349,0.025565691,0.002483253,0.937739257
182,0.331475411,0.015929554,0.033146466,0.021751998,0.597696571
183,0.559244475,0.001328198,0.007732485,0.274821581,0.156873261
184,0.044811428,0.004792132,0.04902032,0.224460457,0.676915663
185,0.370580654,0.001430077,0.021687706,0.456630943,0.14967062
186,0.210988032,0.001782532,0.025225583,0.460839661,0.301164192
187,0.001485415,0.004874148,0.013601863,0.001554716,0.978483858
188,0.461536518,0.001646213,0.015391427,0.349696866,0.171728976
189,0.82013399,0.000792452,0.00345578,0.047726034,0.127891743
190,0.906289428,0.000503688,0.002212401,0.023036932,0.067957552
191,0.339802342,0.001180635,0.025367603,0.401393332,0.232256087
192,0.387545134,0.001676175,0.054815959,0.360461888,0.195500844
193,0.055643163,0.002421965,0.032908536,0.139796799,0.769229537
194,0.538402889,0.003835027,0.034631554,0.040933363,0.382197167
195,0.914888227,0.000510498,0.001649677,0.024217272,0.058734326
196,0.701236187,0.001959431,0.007028266,0.05082547,0.238950646
197,0.594841979,0.002555598,0.013649142,0.202299895,0.186653385
198,0.572665029,0.001414213,0.016205161,0.242957541,0.166758056
199,0.473679799,0.001466977,0.022247312,0.351873023,0.150732889
200,0.878682977,0.000490061,0.007402042,0.085966557,0.027458363
201,0.000354744,0.641650832,0.010868781,0.000853705,0.346271937
202,0.36798452,0.002810923,0.041879978,0.212408848,0.374915731
203,0.576362386,0.001125421,0.006059121,0.223186516,0.193266555
204,0.581429489,0.006607831,0.054249085,0.048730032,0.308983563
205,0.049173978,0.004462645,0.077275373,0.459643177,0.409444827
206,0.424095131,0.002750851,0.021564145,0.152541768,0.399048105
207,0.649123214,0.001157768,0.008339262,0.197525197,0.143854558
208,0.045516511,0.003784054,0.093477819,0.45638021,0.400841405
209,0.514287451,0.001773598,0.015614095,0.277671269,0.190653587
210,0.472008156,0.001560839,0.01374104,0.348242336,0.164447628
211,0.02505982,0.016276806,0.151349419,0.043830724,0.76348323
212,0.318221708,0.00135258,0.02459616,0.463399557,0.192429995
213,0.484461576,0.001361762,0.025550825,0.353245839,0.135379999
214,0.638723128,0.004213314,0.024886443,0.057973544,0.27420357
215,0.002159286,0.01927266,0.019772463,0.002182206,0.956613386
216,0.395960054,0.005220725,0.111749734,0.052713786,0.434355701
217,0.753332156,0.001213842,0.01313103,0.02628618,0.206036793
218,0.493624409,0.00223203,0.011921004,0.118260357,0.3739622
219,0.504343991,0.001503186,0.022471019,0.297378134,0.17430367
220,0.330627042,0.003086644,0.030586564,0.535985465,0.099714285
221,0.095886839,0.004329171,0.068983791,0.269608941,0.561191259
222,0.027778276,0.023428305,0.139615642,0.015103426,0.794074351
223,0.280645134,0.026107287,0.108016409,0.040297547,0.544933623
224,0.579105961,0.001377378,0.012484434,0.24461754,0.162414687
225,0.007014344,0.000247525,0.196836517,0.788886138,0.007015476
226,0.42095912,0.001757139,0.015469195,0.380060852,0.181753694
227,0.016066527,0.039948029,0.246169341,0.007220644,0.690595458
228,0.001630496,0.020175774,0.022098184,0.019954631,0.936140916
229,0.444807411,0.001648546,0.073955585,0.366592051,0.112996407
230,0.017194885,0.028202354,0.109016999,0.011132369,0.834453393
231,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
232,0.933434011,0.000568697,0.002450279,0.017744202,0.045802812
233,0.002159286,0.01927266,0.019772463,0.002182206,0.956613386
234,0.038191741,0.003740156,0.097896817,0.573069121,0.287102165
235,0.346373515,0.001857273,0.036903166,0.471366052,0.143499994
236,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
237,0.370580654,0.001430077,0.021687706,0.456630943,0.14967062
238,0.02604028,0.012539629,0.084444897,0.032269852,0.844705342
239,0.607509718,0.001442827,0.008399832,0.208779237,0.173868386
240,0.60510925,0.002728005,0.008375517,0.057286733,0.326500495
241,0.886814882,0.000993392,0.00426,0.013030173,0.094901554
242,0.357508497,0.001411093,0.020464427,0.476582614,0.144033368
243,0.90187199,0.001667245,0.009139569,0.007666038,0.079655157
244,0.366486664,0.002737063,0.036960912,0.199402891,0.39441247
245,0.450341909,0.001606284,0.020133751,0.341214937,0.18670312
246,0.314079968,0.00144528,0.028216101,0.504699907,0.151558743
247,0.493624409,0.00223203,0.011921004,0.118260357,0.3739622
248,0.493624409,0.00223203,0.011921004,0.118260357,0.3739622
249,0.36838408,0.001512877,0.032666208,0.42275789,0.174678945
250,0.92677152,0.003543174,0.004401792,0.004945158,0.060338356
251,0.005618495,0.002397725,0.0113943,0.093992319,0.886597161
252,0.444316199,0.001570532,0.022225453,0.406031071,0.125856744
253,0.001685971,0.01070541,0.017750225,0.001785604,0.96807279
254,0.362709466,0.001497318,0.04442144,0.44182152,0.149550255
255,0.001485415,0.004874148,0.013601863,0.001554716,0.978483858
256,0.546185819,0.001314235,0.014576534,0.266771024,0.171152388
257,0.432259118,0.005863634,0.119893244,0.069230571,0.372753433
258,0.493624409,0.00223203,0.011921004,0.118260357,0.3739622
259,0.214723754,0.002684823,0.037291719,0.566923003,0.178376701
260,0.903644377,0.002045661,0.010229825,0.007673197,0.07640694
261,0.905903811,0.000503474,0.002636948,0.02302713,0.067928637
262,0.572665029,0.001414213,0.016205161,0.242957541,0.166758056
263,0.729075702,0.001059283,0.004745871,0.073919606,0.191199539
264,0.50994953,0.00160627,0.032128745,0.290480695,0.165834761
265,0.357508497,0.001411093,0.020464427,0.476582614,0.144033368
266,0.358583082,0.002739108,0.036988527,0.206982129,0.394707154
267,0.024413542,0.021089088,0.08312169,0.053508544,0.817867135
268,0.006144127,0.011653103,0.108122461,0.009155186,0.864925123
269,0.012379951,0.018337819,0.107156685,0.011929803,0.850195741
270,0.771450821,0.001927289,0.005939477,0.02713394,0.193548473
271,0.013555093,0.016954542,0.122185908,0.016947996,0.830356461
272,0.258875749,0.008957699,0.118080381,0.026336942,0.587749229
273,0.049795375,0.002989499,0.08046502,0.459451904,0.407298202
274,0.349641208,0.006988603,0.234825261,0.085461945,0.323082983
275,0.237912949,0.008420074,0.191847687,0.025728345,0.536090945
276,0.006251837,0.01049251,0.312027991,0.012251538,0.658976124
277,0.001141571,0.00894957,0.037373895,0.00286072,0.949674244
278,0.316731563,0.004844941,0.075097217,0.057771025,0.545555254
279,0.454892036,0.002983862,0.023130088,0.163619034,0.35537498
280,0.055021553,0.00642101,0.04440404,0.094462067,0.79969133
281,0.36838408,0.001512877,0.032666208,0.42275789,0.174678945
282,0.560358614,0.001262271,0.024969579,0.332963025,0.08044651
283,0.01234138,0.008409178,0.035356186,0.03099647,0.912896786
284,0.851161733,0.0014017,0.00420461,0.017370519,0.125861437
285,0.362709466,0.001497318,0.04442144,0.44182152,0.149550255
286,0.512706076,0.001552228,0.023069695,0.302416575,0.160255426
287,0.00915223,0.053520863,0.175793443,0.022252403,0.739281061
288,0.002428308,0.03178349,0.025565691,0.002483253,0.937739257
289,0.559244475,0.001328198,0.007732485,0.274821581,0.156873261
290,0.38914185,0.002761354,0.037288935,0.381155811,0.18965205
291,0.660138282,0.003868769,0.017700209,0.018205941,0.300086799
292,0.851161733,0.0014017,0.00420461,0.017370519,0.125861437
293,0.885951702,0.001619563,0.009052214,0.007530713,0.095845807
294,0.057245677,0.004726821,0.095286136,0.218051825,0.624689541
295,0.347796938,0.001435757,0.042595086,0.46477061,0.143401609
296,0.012921469,0.008488666,0.026519311,0.03054455,0.921526004
297,0.377389695,0.001163024,0.019778779,0.351357628,0.250310874
298,0.019861518,0.006125362,0.144512758,0.074455824,0.755044539
299,0.450341909,0.001606284,0.020133751,0.341214937,0.18670312
300,0.424095131,0.002750851,0.021564145,0.152541768,0.399048105
301,0.480341228,0.001661285,0.031214285,0.31204025,0.174742951
302,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
303,0.851161733,0.0014017,0.00420461,0.017370519,0.125861437
304,0.539688656,0.001740963,0.025874724,0.249571781,0.183123876
305,0.017338448,0.01088063,0.437494294,0.049898301,0.484388327
306,0.378804715,0.001128356,0.052812136,0.465275566,0.101979227
307,0.771450821,0.001927289,0.005939477,0.02713394,0.193548473
308,0.424095131,0.002750851,0.021564145,0.152541768,0.399048105
309,0.609481587,0.001062325,0.005395582,0.159694252,0.224366255
310,0.024792955,0.107270158,0.007182665,0.004860544,0.855893678
311,0.384318959,0.002968779,0.039643232,0.221837449,0.351231582
312,0.885951702,0.001619563,0.009052214,0.007530713,0.095845807
313,0.01295089,0.020077415,0.114441319,0.013177472,0.839352904
314,0.354157643,0.00148762,0.032120865,0.440471089,0.171762782
315,0.001269549,0.016924342,0.017194368,0.005140691,0.959471049
316,0.130052238,0.002018253,0.032505826,0.490609175,0.344814508
317,0.339802342,0.001180635,0.025367603,0.401393332,0.232256087
318,0.568810117,0.004539846,0.014324872,0.03409847,0.378226695
319,0.001485415,0.004874148,0.013601863,0.001554716,0.978483858
320,0.467590153,0.001732983,0.077743541,0.249456007,0.203477316
321,0.424095131,0.002750851,0.021564145,0.152541768,0.399048105
322,0.000850555,0.003209961,0.027846322,0.002438669,0.965654493
323,0.00066239,0.001590299,0.02200581,0.004151226,0.971590275
324,0.937758292,0.00362558,0.004453974,0.005003782,0.049158372
325,0.851161733,0.0014017,0.00420461,0.017370519,0.125861437
326,0.851161733,0.0014017,0.00420461,0.017370519,0.125861437
327,0.892884184,0.000515725,0.002516408,0.022514497,0.081569186
328,0.424604843,0.001638557,0.024849395,0.373939084,0.174968121
329,0.650446351,0.001009864,0.007842593,0.113580711,0.227120482
330,0.071567736,0.008472358,0.078241104,0.332681802,0.509037
331,0.109735947,0.004138674,0.126614084,0.624549404,0.134961891
332,0.010875532,0.013592825,0.109958801,0.013379474,0.852193368
333,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
334,0.886814882,0.000993392,0.00426,0.013030173,0.094901554
335,0.024413542,0.021089088,0.08312169,0.053508544,0.817867135
336,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
337,0.005874795,0.007186996,0.576355438,0.012763381,0.39781939
338,0.539294066,0.001381523,0.011451312,0.26786006,0.18001304
339,0.007381349,0.003272762,0.034736596,0.049315424,0.905293868
340,0.480341228,0.001661285,0.031214285,0.31204025,0.174742951
341,0.300313244,0.009025198,0.069651489,0.024874973,0.596135096
342,0.771450821,0.001927289,0.005939477,0.02713394,0.193548473
343,0.011663627,0.005347354,0.581381717,0.038929696,0.362677606
344,0.751093797,0.001020018,0.00440338,0.108918651,0.134564153
345,0.493624409,0.00223203,0.011921004,0.118260357,0.3739622
346,0.487805679,0.001624884,0.02414952,0.31550587,0.170914047
347,0.346373515,0.001857273,0.036903166,0.471366052,0.143499994
348,0.192215875,0.091876541,0.072932236,0.013562864,0.629412484
349,0.102608557,0.00328053,0.169498725,0.615620758,0.108991429
350,0.591655183,0.001648935,0.032010287,0.261259436,0.113426159
351,0.625129562,0.001038089,0.005990215,0.134373722,0.233468411
352,0.000850555,0.003209961,0.027846322,0.002438669,0.965654493
353,0.408514747,0.001612416,0.021909583,0.403380438,0.164582815
354,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
355,0.559244475,0.001328198,0.007732485,0.274821581,0.156873261
356,0.014963119,0.073517937,0.265865521,0.006863292,0.638790132
357,0.679843363,0.002602731,0.009777518,0.03804043,0.269735958
358,0.665990096,0.003140729,0.009413548,0.024621078,0.296834548
359,0.331475411,0.015929554,0.033146466,0.021751998,0.597696571
360,0.634536663,0.002426806,0.007358292,0.043564329,0.31211391
361,0.92677152,0.003543174,0.004401792,0.004945158,0.060338356
362,0.075732861,0.004723177,0.062906447,0.299915437,0.556722077
363,0.323379731,0.003018985,0.040696107,0.524236719,0.108668458
364,0.92677152,0.003543174,0.004401792,0.004945158,0.060338356
365,0.493624409,0.00223203,0.011921004,0.118260357,0.3739622
366,0.004218756,0.007629582,0.634285654,0.005021749,0.348844259
367,0.694733432,0.00184812,0.006421088,0.032036955,0.264960404
368,0.010888979,0.074186603,0.657334074,0.026432049,0.231158295
369,0.006998166,0.011877436,0.346422621,0.013714098,0.62098768
370,0.710263455,0.004331325,0.025469718,0.032697357,0.227238145
371,0.572665029,0.001414213,0.016205161,0.242957541,0.166758056
372,0.173256293,0.008884717,0.028802183,0.055956705,0.733100101
373,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
374,0.323379731,0.003018985,0.040696107,0.524236719,0.108668458
375,0.001890501,0.011537529,0.130034828,0.005427561,0.85110958
376,0.344088573,0.001424624,0.020660662,0.4811526,0.152673541
377,0.572665029,0.001414213,0.016205161,0.242957541,0.166758056
378,0.493209194,0.002230153,0.011910977,0.119002037,0.373647639
379,0.584656315,0.002511838,0.013415424,0.198835851,0.200580572
380,0.283590112,0.023053356,0.034838632,0.025282302,0.633235598
381,0.871242969,0.000868517,0.009463329,0.016958181,0.101467004
382,0.003010123,0.015860111,0.069928391,0.003154635,0.90804674
383,0.002843218,0.014866211,0.077697011,0.0066299,0.897963661
384,0.006190133,0.018462091,0.224143633,0.009405525,0.741798619
385,0.344676011,0.001446904,0.020695935,0.477749245,0.155431905
386,0.351255603,0.001163643,0.021454705,0.485140458,0.140985591
387,0.002428308,0.03178349,0.025565691,0.002483253,0.937739257
388,0.611753901,0.001321163,0.005766112,0.175387355,0.205771469
389,0.851161733,0.0014017,0.00420461,0.017370519,0.125861437
390,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
391,0.099087352,0.002020643,0.155570379,0.507376214,0.235945413
392,0.001142309,0.008308969,0.037398053,0.002862569,0.9502881
393,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
394,0.017138913,0.048491896,0.108668499,0.013650774,0.812049919
395,0.450341909,0.001606284,0.020133751,0.341214937,0.18670312
396,0.241721724,0.003179907,0.053379658,0.595613715,0.106104995
397,0.045496279,0.004519742,0.097408785,0.460775992,0.391799202
398,0.331475411,0.015929554,0.033146466,0.021751998,0.597696571
399,0.607158338,0.001073424,0.005766088,0.202082402,0.183919748
400,0.906289428,0.000503688,0.002212401,0.023036932,0.067957552
401,0.885951702,0.001619563,0.009052214,0.007530713,0.095845807
402,0.753568277,0.000860684,0.015932874,0.112891223,0.116746942
403,0.559244475,0.001328198,0.007732485,0.274821581,0.156873261
404,0.003526992,0.035560021,0.094981895,0.003740253,0.862190839
405,0.530476402,0.003942628,0.021090812,0.022204917,0.422285241
406,0.533735496,0.002527075,0.033587999,0.219199539,0.210949891
407,0.736098635,0.002080024,0.007377681,0.053352294,0.201091366
408,0.277318127,0.003826108,0.072809217,0.500641923,0.145404625
409,0.836805663,0.000789578,0.002533206,0.05759864,0.102272914
410,0.000963765,0.026441596,0.029528165,0.002319334,0.94074714
411,0.070396963,0.002896829,0.041471581,0.209442634,0.675791994
412,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
413,0.563001475,0.001489904,0.040762204,0.198637865,0.196108553
414,0.886445296,0.000512006,0.003257373,0.029619272,0.080166053
415,0.387562317,0.00289417,0.042528791,0.421283403,0.145731319
416,0.907312025,0.001029553,0.00311063,0.011263203,0.077284588
417,0.35298378,0.001542192,0.028936257,0.404392713,0.212145058
418,0.42095912,0.001757139,0.015469195,0.380060852,0.181753694
419,0.771450821,0.001927289,0.005939477,0.02713394,0.193548473
420,0.638723128,0.004213314,0.024886443,0.057973544,0.27420357
421,0.886006848,0.000630078,0.002036099,0.042815793,0.068511182
422,0.001851866,0.017837309,0.01586938,0.001797276,0.96264417
423,0.001770529,0.060904521,0.01517237,0.001789322,0.920363258
424,0.872544491,0.001453106,0.004310237,0.017806899,0.103885266
425,0.556881094,0.006983887,0.033933313,0.038586024,0.363615682
426,0.01785452,0.016794833,0.20175612,0.102439679,0.661154847
427,0.804648816,0.002413035,0.013132907,0.012305505,0.167499737
428,0.006144127,0.011653103,0.108122461,0.009155186,0.864925123
429,0.286305198,0.022042225,0.03144301,0.038134557,0.622075009
430,0.002428308,0.03178349,0.025565691,0.002483253,0.937739257
431,0.65544511,0.002198827,0.015040973,0.033009651,0.294305439
432,0.382886463,0.001584965,0.022520968,0.388828361,0.204179244
433,0.623117302,0.001435277,0.013009224,0.193196313,0.169241884
434,0.205487903,0.001275347,0.01849576,0.643224839,0.13151615
435,0.003174131,0.016537889,0.07434607,0.003326516,0.902615394
