ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
115,0.007498907,0.00779956,0.109031722,0.009263496,0.866406262
116,0.687389314,0.000572848,0.002529067,0.167140439,0.142368346
117,0.706106544,0.000513124,0.005907894,0.147932097,0.139540359
118,0.022027288,0.001156408,0.177335143,0.602828681,0.196652517
119,0.298650652,0.000162663,0.047348216,0.547136545,0.106701918
120,0.315755099,0.016229616,0.082257539,0.030615022,0.555142701
121,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
122,0.935919285,0.000915778,0.001754202,0.009005077,0.052405655
123,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
124,3.40E-05,0.009895575,0.043186996,2.96E-05,0.946853817
125,8.27E-05,0.023006758,0.023288423,0.001358962,0.952263176
126,0.952356219,0.000425488,0.000993874,0.001955733,0.044268683
127,0.209866241,0.007783234,0.223570958,0.01912293,0.539656639
128,0.774866939,0.001633773,0.003694015,0.020896949,0.198908299
129,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
130,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
131,0.574626684,0.001255285,0.023492213,0.214853927,0.185771883
132,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
133,0.891054869,0.002529413,0.005415299,0.005594439,0.095405929
134,0.498843193,0.00126232,0.013840559,0.31624043,0.169813469
135,0.446769774,0.002761192,0.054775473,0.185030103,0.310663491
136,0.424628228,0.000909171,0.023168078,0.403679639,0.147614822
137,0.370830804,0.001993675,0.039549116,0.182379037,0.40524739
138,3.40E-05,0.009895575,0.043186996,2.96E-05,0.946853817
139,0.310350329,0.00102087,0.036917821,0.533176661,0.118534356
140,0.553808033,0.000602489,0.012793035,0.262034565,0.170761898
141,0.691685855,0.00061323,0.00376314,0.144974917,0.158962861
142,0.220233932,0.055161368,0.0700339,0.004207662,0.650363147
143,0.502938986,0.000570925,0.016621394,0.335296094,0.144572645
144,0.221637502,0.000654765,0.02250715,0.500489652,0.254710913
145,0.625145197,0.000688902,0.017663999,0.158718944,0.197782934
146,0.43294704,0.000478606,0.056018826,0.310711622,0.199843898
147,0.230395347,0.000467999,0.030154036,0.476051986,0.262930632
148,0.32812953,0.000761333,0.046823062,0.501972497,0.122313604
149,0.003985069,0.008773764,0.106093779,0.007757269,0.873390079
150,0.161252961,0.098569542,0.080366954,0.003352794,0.656457722
151,0.236569509,0.012904271,0.148065969,0.02006888,0.582391381
152,0.00493585,0.012970313,0.308088928,0.009277824,0.664727092
153,0.648436368,0.000578976,0.00174518,0.137620881,0.211618587
154,0.04792624,0.00376095,0.078079015,0.443654001,0.426579773
155,0.759834588,0.001160242,0.001437433,0.039230663,0.198337123
156,0.759729922,0.000756177,0.002133268,0.074346289,0.16303432
157,0.359941691,0.000808203,0.038178444,0.438981354,0.162090316
158,4.74E-05,0.00640436,0.012697811,0.000573476,0.980276942
159,0.689890504,0.000474098,0.017771423,0.215984792,0.075879186
160,0.484475374,0.000964247,0.016458139,0.345337957,0.152764246
161,0.498843193,0.00126232,0.013840559,0.31624043,0.169813469
162,0.601699173,0.000989561,0.00785123,0.210654914,0.178805113
163,3.08E-05,0.011847246,0.00892241,4.17E-05,0.979157865
164,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
165,0.385923535,0.001283915,0.041742098,0.420970768,0.150079697
166,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
167,0.625145197,0.000688902,0.017663999,0.158718944,0.197782934
168,0.553808033,0.000602489,0.012793035,0.262034565,0.170761898
169,0.588630438,0.001085862,0.001956939,0.157776654,0.250550061
170,0.885577202,0.000447166,0.000946259,0.041341096,0.071688309
171,0.004442532,0.003097708,0.569743812,0.018021891,0.404694021
172,0.498843193,0.00126232,0.013840559,0.31624043,0.169813469
173,0.432690144,0.000478322,0.058556877,0.305163294,0.203111365
174,0.43294704,0.000478606,0.056018826,0.310711622,0.199843898
175,0.551080406,0.006358134,0.02561729,0.238376766,0.178567424
176,0.315493077,0.015098537,0.03598918,0.016723195,0.616696
177,0.374950558,0.004063597,0.027143242,0.390977591,0.202865034
178,0.468129605,0.00051702,0.006080661,0.209444478,0.315828264
179,0.47227174,0.006314263,0.090573646,0.043291435,0.387548864
180,0.012982605,0.010278876,0.154004514,0.023795385,0.798938632
181,8.61E-05,0.033417564,0.022143865,6.15E-05,0.944290996
182,0.378006995,0.015253291,0.031341422,0.013597727,0.561800599
183,0.588570237,0.000967969,0.007637096,0.244935423,0.157889262
184,0.06984473,0.003801006,0.058179636,0.245257437,0.622917235
185,0.405635893,0.001040463,0.021217467,0.415760815,0.156345323
186,0.279808879,0.001309137,0.013500628,0.508766234,0.1966151
187,4.74E-05,0.00640436,0.012697811,0.000573476,0.980276942
188,0.426742643,0.001062664,0.00729409,0.399544209,0.165356413
189,0.799878478,0.000463982,0.001110086,0.05189009,0.146657363
190,0.893211305,0.000339081,0.000741603,0.027913611,0.077794403
191,0.335196763,0.000666583,0.025730226,0.419938982,0.218467459
192,0.374132395,0.002116042,0.035103623,0.349991232,0.238656715
193,0.062397752,0.000710076,0.039234415,0.126160502,0.771497309
194,0.534646571,0.002381958,0.031712916,0.04021842,0.391040146
195,0.914960921,0.000317548,0.000536075,0.024455214,0.059730183
196,0.699175,0.001874038,0.004143463,0.040493317,0.254314184
197,0.583117127,0.002129101,0.013973252,0.23871088,0.162069634
198,0.625145197,0.000688902,0.017663999,0.158718944,0.197782934
199,0.506050289,0.000574457,0.014625214,0.330816865,0.147933185
200,0.553871572,0.001173071,0.012640247,0.315383643,0.116931431
201,1.62E-05,0.540644825,0.007109129,1.41E-05,0.452215731
202,0.368588626,0.00198162,0.052378312,0.181674123,0.395377338
203,0.548030138,0.000501911,0.003328872,0.259281129,0.188857973
204,0.575449347,0.004502153,0.049262542,0.050672587,0.320113361
205,0.04792624,0.00376095,0.078079015,0.443654001,0.426579773
206,0.424700201,0.003198025,0.023755986,0.133247659,0.415098161
207,0.659531116,0.000991762,0.007645202,0.186713338,0.145118579
208,0.049824283,0.002684323,0.103132918,0.378746867,0.465611637
209,0.51860261,0.001341916,0.014795785,0.265285254,0.199974418
210,0.498843193,0.00126232,0.013840559,0.31624043,0.169813469
211,0.034640245,0.015114704,0.194534123,0.070210077,0.68550086
212,0.325198591,0.000611578,0.021022629,0.460968107,0.192199096
213,0.523469985,0.001043098,0.023520507,0.33779338,0.114173003
214,0.684136868,0.001923724,0.018517757,0.064723901,0.230697781
215,7.27E-05,0.017676588,0.019471355,0.007899863,0.954879522
216,0.378733486,0.002869003,0.113895237,0.048661686,0.455840617
217,0.78816551,0.002247522,0.009701959,0.027295042,0.172589943
218,0.497590005,0.001890926,0.013016762,0.102482326,0.385019958
219,0.495622098,0.000967131,0.022083923,0.31166786,0.169658944
220,0.290199846,0.001890418,0.016017085,0.595627189,0.096265472
221,0.113561749,0.003729847,0.092129603,0.287349641,0.503229201
222,0.033393621,0.026595313,0.143369585,0.010166461,0.786475062
223,0.532040834,0.018784534,0.096302412,0.018483438,0.334388793
224,0.574162126,0.00123398,0.010957307,0.258242935,0.155403629
225,0.004815784,7.56E-05,0.220445141,0.767948627,0.006714825
226,0.613063931,0.001066292,0.009078942,0.222521737,0.154269129
227,0.007588989,0.041571006,0.264345646,0.002125552,0.684368849
228,0.000127312,0.027400469,0.014640428,0.003920822,0.953910947
229,0.449149251,0.000925205,0.086843312,0.356026828,0.107055396
230,0.013446901,0.027102411,0.110268809,0.008708424,0.840473413
231,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
232,0.961688399,0.000129068,0.000547944,0.008036828,0.029597787
233,7.88E-05,0.019165691,0.024025457,7.17E-05,0.956658363
234,0.032123525,0.003028195,0.122617252,0.543177485,0.29905352
235,0.356977761,0.001517775,0.038447648,0.458219469,0.14483735
236,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
237,0.405635893,0.001040463,0.021217467,0.415760815,0.156345323
238,0.024090666,0.007503304,0.072344676,0.038118649,0.85794276
239,0.601699173,0.000989561,0.00785123,0.210654914,0.178805113
240,0.671993554,0.003382584,0.00463319,0.06488838,0.255102247
241,0.878584027,0.001087402,0.001326909,0.013607269,0.105394423
242,0.380586743,0.000628569,0.023564927,0.443153054,0.152066678
243,0.916653216,0.002690749,0.00557087,0.006643539,0.068441577
244,0.380347192,0.003175779,0.039185874,0.170951188,0.406339943
245,0.450827956,0.001394996,0.021354042,0.345580429,0.180842638
246,0.289673358,0.000723925,0.037786871,0.518382549,0.153433338
247,0.497590005,0.001890926,0.013016762,0.102482326,0.385019958
248,0.497590005,0.001890926,0.013016762,0.102482326,0.385019958
249,0.380624264,0.001305958,0.033206575,0.417974234,0.166888937
250,0.95245105,0.001363417,0.002707005,0.000751553,0.042726967
251,8.46E-05,0.003176914,0.003363347,0.586504281,0.406870812
252,0.422216952,0.0011165,0.011514032,0.397469014,0.167683497
253,5.22E-05,0.012413236,0.011795762,0.000495659,0.975243211
254,0.43294704,0.000478606,0.056018826,0.310711622,0.199843898
255,4.74E-05,0.00640436,0.012697811,0.000573476,0.980276942
256,0.530664802,0.000965623,0.009978073,0.286439419,0.171952114
257,0.460262179,0.00250047,0.138481662,0.074673258,0.324082404
258,0.497590005,0.001890926,0.013016762,0.102482326,0.385019958
259,0.181387275,0.001688015,0.036055155,0.593616784,0.18725279
260,0.907071471,0.00097536,0.007150148,0.003351853,0.081451155
261,0.893155932,0.00033906,0.00080352,0.027911881,0.077789582
262,0.625145197,0.000688902,0.017663999,0.158718944,0.197782934
263,0.695744395,0.000659914,0.001844808,0.083489843,0.218261033
264,0.507049561,0.001239975,0.031921543,0.294282258,0.165506631
265,0.381132871,0.000629471,0.023135608,0.442817211,0.15228489
266,0.370830804,0.001993675,0.039549116,0.182379037,0.40524739
267,0.015288481,0.020305119,0.095222794,0.056164265,0.813019335
268,0.003985069,0.008773764,0.106093779,0.007757269,0.873390079
269,0.000862068,0.019690659,0.106397979,0.006558622,0.866490662
270,0.774866939,0.001633773,0.003694015,0.020896949,0.198908299
271,0.015872182,0.021861468,0.134254664,0.011045968,0.816965699
272,0.236569509,0.012904271,0.148065969,0.02006888,0.582391381
273,0.036101706,0.00097328,0.068022452,0.553257644,0.341644943
274,0.382674903,0.003167687,0.196170375,0.059616622,0.358370453
275,0.209866241,0.007783234,0.223570958,0.01912293,0.539656639
276,0.00493585,0.012970313,0.308088928,0.009277824,0.664727092
277,3.40E-05,0.009895575,0.043186996,2.96E-05,0.946853817
278,0.309536099,0.006792122,0.081375159,0.053108919,0.54918766
279,0.445224345,0.003559237,0.024709953,0.176385045,0.350121439
280,0.06588383,0.006195598,0.045899101,0.080548435,0.801473022
281,0.380624264,0.001305958,0.033206575,0.417974234,0.166888937
282,0.544421434,0.001171745,0.040417887,0.368309677,0.045679301
283,0.005552355,0.006632984,0.01757561,0.023380635,0.946858406
284,0.855693638,0.001103374,0.002173366,0.012649553,0.128380045
285,0.43294704,0.000478606,0.056018826,0.310711622,0.199843898
286,0.450533122,0.0009842,0.018418953,0.338176131,0.191887572
287,0.003326382,0.042575415,0.253479332,0.022579687,0.678039193
288,8.61E-05,0.033417564,0.022143865,6.15E-05,0.944290996
289,0.588570237,0.000967969,0.007637096,0.244935423,0.157889262
290,0.394496441,0.003164832,0.038115744,0.346870959,0.217352077
291,0.679971576,0.00456712,0.011439474,0.015057501,0.288964331
292,0.855693638,0.001103374,0.002173366,0.012649553,0.128380045
293,0.891054869,0.002529413,0.005415299,0.005594439,0.095405929
294,0.048835505,0.003577261,0.09689898,0.179008186,0.671680033
295,0.310642272,0.000343403,0.040193856,0.505431235,0.143389285
296,0.005563803,0.006755526,0.010000767,0.020611975,0.957067966
297,0.373201638,0.001059791,0.025909867,0.353596985,0.24623169
298,0.014010872,0.003401592,0.12410903,0.137521714,0.720956743
299,0.450827956,0.001394996,0.021354042,0.345580429,0.180842638
300,0.424700201,0.003198025,0.023755986,0.133247659,0.415098161
301,0.538581967,0.000906368,0.039165664,0.205117315,0.216228664
302,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
303,0.855693638,0.001103374,0.002173366,0.012649553,0.128380045
304,0.547625601,0.001797355,0.026896624,0.235591233,0.188089222
305,0.010434474,0.011854849,0.462390333,0.049928512,0.465391785
306,0.474964201,0.000309657,0.064010128,0.341936976,0.118779086
307,0.774866939,0.001633773,0.003694015,0.020896949,0.198908299
308,0.424700201,0.003198025,0.023755986,0.133247659,0.415098161
309,0.588630438,0.001085862,0.001956939,0.157776654,0.250550061
310,0.001992012,0.044794362,0.005300384,0.000113332,0.947799861
311,0.38287732,0.002185327,0.040515672,0.237774059,0.33664766
312,0.891054869,0.002529413,0.005415299,0.005594439,0.095405929
313,0.012192857,0.022536112,0.123635881,0.00989673,0.831738353
314,0.361529231,0.000811767,0.032649964,0.440917492,0.164091557
315,8.47E-05,0.01124708,0.023112772,0.003074517,0.962480903
316,0.161528647,0.000933583,0.016651409,0.471197516,0.349688798
317,0.334715873,0.000665626,0.026207661,0.420256793,0.218154058
318,0.605108321,0.004982711,0.008144291,0.030756995,0.35100767
319,4.74E-05,0.00640436,0.012697811,0.000573476,0.980276942
320,0.434904575,0.000895863,0.084089093,0.235090256,0.245020241
321,0.424700201,0.003198025,0.023755986,0.133247659,0.415098161
322,2.04E-05,0.003543606,0.02811791,0.000266661,0.968051434
323,2.03E-05,0.002401461,0.037146378,0.000869889,0.959561884
324,0.964648366,0.001427933,0.002741671,0.000860328,0.030321682
325,0.855693638,0.001103374,0.002173366,0.012649553,0.128380045
326,0.855693638,0.001103374,0.002173366,0.012649553,0.128380045
327,0.893707633,0.000376131,0.001243856,0.02038954,0.084282883
328,0.426546961,0.0010941,0.022436356,0.367800981,0.182121664
329,0.664756835,0.000665949,0.003591796,0.09914761,0.231837779
330,0.067241758,0.017950585,0.06853044,0.353148758,0.493128508
331,0.113744982,0.004915969,0.15187417,0.519152164,0.210312724
332,0.009974518,0.013274781,0.120830655,0.01093424,0.844985843
333,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
334,0.878584027,0.001087402,0.001326909,0.013607269,0.105394423
335,0.015288481,0.020305119,0.095222794,0.056164265,0.813019335
336,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
337,0.004504106,0.006267954,0.572403848,0.010240691,0.406583428
338,0.539568603,0.000860923,0.011674944,0.27586174,0.172033772
339,0.009032317,0.002071915,0.029756673,0.068540819,0.890598238
340,0.538581967,0.000906368,0.039165664,0.205117315,0.216228664
341,0.279188871,0.013516911,0.073302865,0.02099002,0.613001347
342,0.774866939,0.001633773,0.003694015,0.020896949,0.198908299
343,0.007297788,0.003678882,0.629393101,0.046215802,0.313414425
344,0.771259844,0.000469981,0.002239664,0.092554599,0.13347587
345,0.497590005,0.001890926,0.013016762,0.102482326,0.385019958
346,0.482966155,0.001585137,0.023720875,0.325846732,0.165881082
347,0.353804469,0.001504283,0.038868699,0.462272733,0.143549845
348,0.161252961,0.098569542,0.080366954,0.003352794,0.656457722
349,0.088745728,0.001790819,0.151537955,0.62654829,0.13137725
350,0.615852654,0.001103946,0.018921237,0.277817607,0.08630456
351,0.631717741,0.0009496,0.002188215,0.119384736,0.245759711
352,2.04E-05,0.003543606,0.02811791,0.000266661,0.968051434
353,0.398742795,0.00093749,0.019747989,0.421250671,0.1593211
354,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
355,0.588570237,0.000967969,0.007637096,0.244935423,0.157889262
356,0.008050963,0.06804847,0.289556921,0.001551521,0.632792175
357,0.725883305,0.001837544,0.003784986,0.019796595,0.248697564
358,0.720066607,0.005060415,0.003951125,0.029221402,0.241700456
359,0.378006995,0.015253291,0.031341422,0.013597727,0.561800599
360,0.646456003,0.001614098,0.002167056,0.058891874,0.290870905
361,0.95245105,0.001363417,0.002707005,0.000751553,0.042726967
362,0.076582029,0.003511623,0.064201601,0.302945793,0.552758992
363,0.314073592,0.002243953,0.047257453,0.528570116,0.107854888
364,0.95245105,0.001363417,0.002707005,0.000751553,0.042726967
365,0.497590005,0.001890926,0.013016762,0.102482326,0.385019958
366,0.000723795,0.00092621,0.591271877,0.003088268,0.403989822
367,0.718740702,0.00144583,0.002810648,0.036937755,0.240065098
368,0.004671461,0.001447656,0.636890829,0.016409401,0.340580702
369,0.005691005,0.015876548,0.35245648,0.012268943,0.613707006
370,0.738469303,0.002118892,0.016960969,0.032950025,0.209500819
371,0.625145197,0.000688902,0.017663999,0.158718944,0.197782934
372,0.239037663,0.006550798,0.02000648,0.052805148,0.681599915
373,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
374,0.314073592,0.002243953,0.047257453,0.528570116,0.107854888
375,5.60E-05,0.016594691,0.198407233,0.000732298,0.784209788
376,0.357931614,0.000602759,0.022597326,0.426026732,0.1928415
377,0.625145197,0.000688902,0.017663999,0.158718944,0.197782934
378,0.486610979,0.001849203,0.012494057,0.122521065,0.376524746
379,0.544180155,0.001986933,0.013040205,0.222771242,0.218021467
380,0.289592385,0.021236351,0.033914272,0.018855676,0.636401296
381,0.886063933,0.001601053,0.007135422,0.017536497,0.087663084
382,0.000102012,0.024519105,0.095849283,0.001266931,0.878262639
383,8.93E-05,0.027056279,0.124702834,0.002911237,0.845240355
384,0.003397442,0.022521067,0.206964344,0.006967965,0.760149181
385,0.378570378,0.000773558,0.021099634,0.410780281,0.18877618
386,0.37137565,0.000331346,0.018879473,0.462406904,0.147006586
387,8.61E-05,0.033417564,0.022143865,6.15E-05,0.944290996
388,0.598272443,0.001945662,0.001957641,0.173645034,0.224179193
389,0.855693638,0.001103374,0.002173366,0.012649553,0.128380045
390,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
391,0.063556924,0.000393542,0.148701519,0.598852277,0.18849574
392,3.15E-05,0.008933052,0.038148317,0.002996503,0.949890673
393,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
394,0.011632824,0.021428583,0.050452773,0.004866728,0.911619127
395,0.450827956,0.001394996,0.021354042,0.345580429,0.180842638
396,0.290199459,0.001371569,0.050606191,0.500413954,0.157408789
397,0.040629644,0.002498981,0.125502676,0.393543422,0.437825292
398,0.378006995,0.015253291,0.031341422,0.013597727,0.561800599
399,0.596975327,0.000487823,0.002048032,0.21693188,0.183556899
400,0.893211305,0.000339081,0.000741603,0.027913611,0.077794403
401,0.891054869,0.002529413,0.005415299,0.005594439,0.095405929
402,0.765101492,0.000303927,0.013138036,0.148129895,0.073326647
403,0.588570237,0.000967969,0.007637096,0.244935423,0.157889262
404,9.10E-05,0.036900159,0.095891863,0.000864034,0.866252959
405,0.566422224,0.003777243,0.012609089,0.014675097,0.402516365
406,0.56007117,0.004644322,0.037288953,0.16831708,0.229678467
407,0.753795862,0.002144987,0.004467157,0.04934331,0.190248713
408,0.297174573,0.002527012,0.064974286,0.467015177,0.168308988
409,0.830116928,0.000545497,0.001142449,0.050839212,0.11735592
410,3.34E-05,0.023538696,0.03131501,2.91E-05,0.945083797
411,0.081027336,0.002503499,0.034657218,0.319602251,0.562209666
412,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
413,0.531707764,0.000676933,0.039946005,0.191606745,0.236062601
414,0.898723304,0.000450416,0.00223205,0.031913139,0.066681065
415,0.400448322,0.002856949,0.055317968,0.416840702,0.12453606
416,0.916383743,0.000867114,0.001717586,0.007800973,0.07323055
417,0.412016243,0.000909288,0.024974069,0.420094788,0.142005563
418,0.613063931,0.001066292,0.009078942,0.222521737,0.154269129
419,0.774866939,0.001633773,0.003694015,0.020896949,0.198908299
420,0.683535814,0.001922034,0.019380011,0.064667039,0.230495095
421,0.885577202,0.000447166,0.000946259,0.041341096,0.071688309
422,7.92E-05,0.01712222,0.007810408,7.20E-05,0.97491622
423,7.53E-05,0.078122616,0.007432063,6.86E-05,0.914301455
424,0.88830322,0.001216029,0.00225619,0.014842091,0.093382478
425,0.568473339,0.004776801,0.02063534,0.029713588,0.376400948
426,0.000232102,0.014226188,0.161989018,0.078215644,0.745337069
427,0.839023471,0.003886761,0.007794342,0.010640382,0.138654992
428,0.003985069,0.008773764,0.106093779,0.007757269,0.873390079
429,0.317879379,0.01960521,0.024863608,0.059933253,0.577718556
430,7.96E-05,0.030878067,0.017979572,0.006786928,0.944275916
431,0.671554208,0.002668463,0.007916804,0.025640633,0.292219877
432,0.365705222,0.001010617,0.017884498,0.406768829,0.20863083
433,0.633436382,0.001361372,0.012088497,0.181666851,0.17144689
